,load_id,customer_id,route_id,load_date,load_type,weight_lbs,pieces,revenue,fuel_surcharge,accessorial_charges,load_status,booking_type
58664,LOAD00058665,CUST00050,RTE00050,2026-01-25,Dry Van,16374,24,1474.92,170.88,0,Completed,Contract
58665,LOAD00058666,CUST00157,RTE00015,2026-01-25,Refrigerated,24877,5,294.92,13.8,75,Completed,Spot
58666,LOAD00058667,CUST00101,RTE00020,2026-01-25,Dry Van,37662,21,3679.69,738.48,0,Completed,Spot
58667,LOAD00058668,CUST00123,RTE00030,2026-01-25,Refrigerated,22910,8,5161.77,708.51,75,Completed,Contract
58668,LOAD00058669,CUST00120,RTE00026,2026-01-25,Refrigerated,30420,26,3516.48,555.52,0,Completed,Spot
58669,LOAD00058670,CUST00169,RTE00011,2026-01-25,Refrigerated,28048,16,806.05,131.28,50,Completed,Dedicated
58670,LOAD00058671,CUST00050,RTE00039,2026-01-25,Dry Van,22245,13,2381.0,344.52,100,Completed,Contract
58671,LOAD00058672,CUST00055,RTE00033,2026-01-25,Dry Van,17309,22,388.12,40.08,0,Completed,Dedicated
58672,LOAD00058673,CUST00109,RTE00004,2026-01-25,Dry Van,36838,27,3551.01,383.23,200,Completed,Spot
58673,LOAD00058674,CUST00104,RTE00049,2026-01-25,Refrigerated,20700,16,1799.99,144.0,0,Completed,Contract
58674,LOAD00058675,CUST00077,RTE00036,2026-01-25,Dry Van,16952,17,715.14,86.46,150,Completed,Dedicated
58675,LOAD00058676,CUST00040,RTE00055,2026-01-25,Refrigerated,20911,26,3124.98,357.25,75,Completed,Spot
58676,LOAD00058677,CUST00120,RTE00008,2026-01-25,Dry Van,15247,21,2201.73,114.3,0,Completed,Spot
58677,LOAD00058678,CUST00110,RTE00037,2026-01-25,Dry Van,10152,25,3556.16,537.81,50,Completed,Dedicated
58678,LOAD00058679,CUST00198,RTE00028,2026-01-25,Dry Van,36326,27,3822.59,564.72,0,Completed,Spot
58679,LOAD00058680,CUST00163,RTE00015,2026-01-25,Refrigerated,40942,13,232.71,13.8,0,Completed,Contract
58680,LOAD00058681,CUST00040,RTE00017,2026-01-25,Dry Van,11700,17,2159.48,384.2,50,Completed,Dedicated
58681,LOAD00058682,CUST00174,RTE00051,2026-01-25,Dry Van,34967,15,3524.98,460.0,0,Completed,Contract
58682,LOAD00058683,CUST00122,RTE00013,2026-01-26,Refrigerated,25054,18,1011.76,141.33,0,Completed,Dedicated
58683,LOAD00058684,CUST00023,RTE00009,2026-01-26,Refrigerated,19002,20,1843.5,149.26,200,Completed,Dedicated
58684,LOAD00058685,CUST00103,RTE00043,2026-01-26,Refrigerated,43123,8,2662.68,249.44,150,Completed,Dedicated
58685,LOAD00058686,CUST00054,RTE00042,2026-01-26,Dry Van,38416,5,6593.03,472.14,100,Completed,Spot
58686,LOAD00058687,CUST00010,RTE00004,2026-01-26,Dry Van,28029,9,3653.16,383.23,50,Completed,Spot
58687,LOAD00058688,CUST00114,RTE00020,2026-01-26,Refrigerated,40967,21,3885.69,738.48,100,Completed,Spot
58688,LOAD00058689,CUST00049,RTE00053,2026-01-26,Dry Van,19156,20,1937.69,209.79,100,Completed,Spot
58689,LOAD00058690,CUST00120,RTE00055,2026-01-26,Dry Van,32966,25,3317.88,357.25,0,Completed,Contract
58690,LOAD00058691,CUST00100,RTE00029,2026-01-26,Refrigerated,44869,23,6569.39,891.82,200,Completed,Dedicated
58691,LOAD00058692,CUST00075,RTE00018,2026-01-26,Dry Van,31548,28,1485.92,187.6,0,Completed,Contract
58692,LOAD00058693,CUST00060,RTE00013,2026-01-26,Dry Van,32706,20,1213.24,141.33,200,Completed,Dedicated
58693,LOAD00058694,CUST00197,RTE00050,2026-01-26,Dry Van,15051,26,1294.08,170.88,0,Completed,Dedicated
58694,LOAD00058695,CUST00159,RTE00026,2026-01-26,Refrigerated,13802,18,3817.22,555.52,0,Completed,Dedicated
58695,LOAD00058696,CUST00009,RTE00022,2026-01-26,Refrigerated,29839,17,958.47,161.53,50,Completed,Dedicated
58696,LOAD00058697,CUST00039,RTE00047,2026-01-26,Dry Van,34791,20,1003.45,76.16,150,Completed,Spot
58697,LOAD00058698,CUST00141,RTE00007,2026-01-26,Refrigerated,11325,25,3410.5,504.32,0,Completed,Contract
58698,LOAD00058699,CUST00011,RTE00034,2026-01-26,Refrigerated,37060,14,4213.13,792.88,50,Completed,Dedicated
58699,LOAD00058700,CUST00055,RTE00011,2026-01-26,Dry Van,20692,3,881.15,131.28,0,Completed,Contract
58700,LOAD00058701,CUST00038,RTE00004,2026-01-26,Dry Van,43501,8,3624.48,383.23,50,Completed,Dedicated
58701,LOAD00058702,CUST00070,RTE00005,2026-01-26,Refrigerated,29624,12,4341.1,454.74,200,Completed,Spot
58702,LOAD00058703,CUST00100,RTE00032,2026-01-26,Refrigerated,31450,11,4804.97,451.8,150,Completed,Dedicated
58703,LOAD00058704,CUST00025,RTE00009,2026-01-26,Dry Van,24784,11,1479.14,149.26,0,Completed,Contract
58704,LOAD00058705,CUST00047,RTE00036,2026-01-26,Dry Van,44295,6,661.9,86.46,0,Completed,Dedicated
58705,LOAD00058706,CUST00155,RTE00048,2026-01-26,Dry Van,19940,18,7123.25,792.88,50,Completed,Contract
58706,LOAD00058707,CUST00009,RTE00017,2026-01-26,Refrigerated,22741,5,1825.18,384.2,100,Completed,Spot
58707,LOAD00058708,CUST00159,RTE00032,2026-01-26,Refrigerated,34037,18,4869.07,451.8,75,Completed,Contract
58708,LOAD00058709,CUST00153,RTE00009,2026-01-26,Dry Van,18581,26,1968.54,149.26,0,Completed,Contract
58709,LOAD00058710,CUST00003,RTE00003,2026-01-26,Refrigerated,23170,13,4498.27,580.87,150,Completed,Dedicated
58710,LOAD00058711,CUST00064,RTE00043,2026-01-26,Refrigerated,37083,24,2751.22,249.44,100,Completed,Dedicated
58711,LOAD00058712,CUST00128,RTE00005,2026-01-26,Refrigerated,21065,20,3929.79,454.74,200,Completed,Spot
58712,LOAD00058713,CUST00061,RTE00048,2026-01-26,Dry Van,14049,6,6102.4,792.88,200,Completed,Spot
58713,LOAD00058714,CUST00005,RTE00044,2026-01-26,Refrigerated,37377,28,6071.74,814.37,75,Completed,Contract
58714,LOAD00058715,CUST00089,RTE00025,2026-01-26,Dry Van,11003,18,5110.02,565.38,0,Completed,Dedicated
58715,LOAD00058716,CUST00168,RTE00028,2026-01-26,Dry Van,18166,27,4591.78,564.72,0,Completed,Spot
58716,LOAD00058717,CUST00028,RTE00052,2026-01-26,Refrigerated,38717,27,1315.84,273.36,0,Completed,Spot
58717,LOAD00058718,CUST00051,RTE00026,2026-01-26,Dry Van,20358,4,3642.85,555.52,75,Completed,Spot
58718,LOAD00058719,CUST00107,RTE00030,2026-01-26,Dry Van,41733,20,5008.22,708.51,150,Completed,Spot
58719,LOAD00058720,CUST00055,RTE00026,2026-01-26,Refrigerated,20643,5,3844.42,555.52,100,Completed,Dedicated
58720,LOAD00058721,CUST00065,RTE00023,2026-01-26,Refrigerated,23462,11,2627.02,216.92,50,Completed,Dedicated
58721,LOAD00058722,CUST00074,RTE00002,2026-01-26,Dry Van,44839,15,1624.87,153.34,200,Completed,Contract
58722,LOAD00058723,CUST00056,RTE00009,2026-01-26,Refrigerated,32259,27,1884.84,149.26,50,Completed,Dedicated
58723,LOAD00058724,CUST00041,RTE00046,2026-01-26,Dry Van,25075,15,6464.04,499.18,200,Completed,Spot
58724,LOAD00058725,CUST00107,RTE00030,2026-01-26,Dry Van,11248,14,5546.01,708.51,75,Completed,Contract
58725,LOAD00058726,CUST00178,RTE00011,2026-01-26,Refrigerated,19848,8,941.56,131.28,0,Completed,Dedicated
58726,LOAD00058727,CUST00161,RTE00016,2026-01-26,Dry Van,28696,12,6488.23,463.93,100,Completed,Dedicated
58727,LOAD00058728,CUST00045,RTE00057,2026-01-26,Refrigerated,13185,4,2350.22,276.3,0,Completed,Dedicated
58728,LOAD00058729,CUST00187,RTE00013,2026-01-26,Dry Van,10004,9,1027.35,141.33,0,Completed,Dedicated
58729,LOAD00058730,CUST00140,RTE00027,2026-01-26,Dry Van,21162,19,2207.84,419.43,0,Completed,Contract
58730,LOAD00058731,CUST00020,RTE00014,2026-01-26,Dry Van,37972,6,2388.12,228.76,0,Completed,Spot
58731,LOAD00058732,CUST00097,RTE00030,2026-01-26,Refrigerated,10685,4,4624.18,708.51,0,Completed,Contract
58732,LOAD00058733,CUST00023,RTE00048,2026-01-26,Refrigerated,39871,8,5538.06,792.88,150,Completed,Contract
58733,LOAD00058734,CUST00067,RTE00055,2026-01-26,Refrigerated,17797,9,3246.98,357.25,0,Completed,Contract
58734,LOAD00058735,CUST00006,RTE00014,2026-01-26,Dry Van,41855,16,2721.33,228.76,75,Completed,Dedicated
58735,LOAD00058736,CUST00080,RTE00005,2026-01-26,Refrigerated,43801,26,3613.61,454.74,0,Completed,Dedicated
58736,LOAD00058737,CUST00043,RTE00058,2026-01-26,Refrigerated,44273,23,1111.9,98.61,75,Completed,Contract
58737,LOAD00058738,CUST00066,RTE00029,2026-01-26,Refrigerated,43749,17,6506.39,891.82,50,Completed,Dedicated
58738,LOAD00058739,CUST00099,RTE00047,2026-01-26,Refrigerated,17053,14,890.46,76.16,0,Completed,Dedicated
58739,LOAD00058740,CUST00079,RTE00010,2026-01-26,Dry Van,25022,6,156.88,15.64,200,Completed,Contract
58740,LOAD00058741,CUST00164,RTE00057,2026-01-26,Refrigerated,38115,18,2141.74,276.3,200,Completed,Dedicated
58741,LOAD00058742,CUST00133,RTE00052,2026-01-26,Dry Van,29482,8,1209.67,273.36,150,Completed,Dedicated
58742,LOAD00058743,CUST00193,RTE00043,2026-01-26,Refrigerated,11544,20,2504.34,249.44,150,Completed,Contract
58743,LOAD00058744,CUST00096,RTE00031,2026-01-26,Refrigerated,16851,26,1246.1,185.6,0,Completed,Spot
58744,LOAD00058745,CUST00050,RTE00024,2026-01-26,Refrigerated,28817,4,2657.87,376.0,150,Completed,Contract
58745,LOAD00058746,CUST00045,RTE00033,2026-01-26,Dry Van,28643,23,392.88,40.08,0,Completed,Spot
58746,LOAD00058747,CUST00096,RTE00004,2026-01-26,Dry Van,20857,12,3654.16,383.23,200,Completed,Spot
58747,LOAD00058748,CUST00030,RTE00046,2026-01-26,Refrigerated,20497,1,5911.26,499.18,100,Completed,Dedicated
58748,LOAD00058749,CUST00063,RTE00002,2026-01-26,Dry Van,21578,15,1613.31,153.34,0,Completed,Dedicated
58749,LOAD00058750,CUST00049,RTE00008,2026-01-26,Refrigerated,21887,24,2270.15,114.3,75,Completed,Contract
58750,LOAD00058751,CUST00152,RTE00007,2026-01-26,Dry Van,19422,27,4562.35,504.32,150,Completed,Contract
58751,LOAD00058752,CUST00120,RTE00043,2026-01-26,Dry Van,42068,12,2302.09,249.44,200,Completed,Dedicated
58752,LOAD00058753,CUST00099,RTE00025,2026-01-26,Dry Van,38264,9,5434.0,565.38,0,Completed,Contract
58753,LOAD00058754,CUST00009,RTE00054,2026-01-26,Dry Van,37226,15,3111.28,295.83,0,Completed,Contract
58754,LOAD00058755,CUST00197,RTE00015,2026-01-26,Refrigerated,30243,28,233.93,13.8,50,Completed,Contract
58755,LOAD00058756,CUST00092,RTE00009,2026-01-26,Dry Van,41119,26,1753.09,149.26,0,Completed,Dedicated
58756,LOAD00058757,CUST00028,RTE00047,2026-01-26,Refrigerated,41354,27,848.23,76.16,100,Completed,Spot
58757,LOAD00058758,CUST00099,RTE00044,2026-01-26,Dry Van,13043,5,6903.67,814.37,50,Completed,Spot
58758,LOAD00058759,CUST00195,RTE00030,2026-01-27,Refrigerated,18488,13,5975.32,708.51,0,Completed,Contract
58759,LOAD00058760,CUST00133,RTE00017,2026-01-27,Refrigerated,24727,26,1750.33,384.2,0,Completed,Dedicated
58760,LOAD00058761,CUST00131,RTE00028,2026-01-27,Dry Van,26980,25,3604.94,564.72,100,Completed,Dedicated
58761,LOAD00058762,CUST00085,RTE00042,2026-01-27,Dry Van,30590,6,5417.46,472.14,100,Completed,Spot
58762,LOAD00058763,CUST00028,RTE00026,2026-01-27,Dry Van,39450,12,2959.55,555.52,0,Completed,Dedicated
58763,LOAD00058764,CUST00041,RTE00042,2026-01-27,Refrigerated,40716,5,5412.51,472.14,150,Completed,Dedicated
58764,LOAD00058765,CUST00156,RTE00012,2026-01-27,Dry Van,22072,10,5635.27,453.91,0,Completed,Dedicated
58765,LOAD00058766,CUST00076,RTE00018,2026-01-27,Dry Van,43051,8,1284.18,187.6,75,Completed,Spot
58766,LOAD00058767,CUST00177,RTE00039,2026-01-27,Refrigerated,20650,19,1896.25,344.52,0,Completed,Dedicated
58767,LOAD00058768,CUST00199,RTE00031,2026-01-27,Refrigerated,24929,26,1503.41,185.6,0,Completed,Dedicated
58768,LOAD00058769,CUST00158,RTE00032,2026-01-27,Dry Van,29105,10,4187.08,451.8,150,Completed,Spot
58769,LOAD00058770,CUST00015,RTE00040,2026-01-27,Dry Van,11561,17,4648.13,524.7,200,Completed,Contract
58770,LOAD00058771,CUST00054,RTE00015,2026-01-27,Refrigerated,25739,11,279.93,13.8,150,Completed,Dedicated
58771,LOAD00058772,CUST00149,RTE00011,2026-01-27,Refrigerated,10340,8,1058.64,131.28,75,Completed,Dedicated
58772,LOAD00058773,CUST00031,RTE00004,2026-01-27,Refrigerated,15500,23,3337.47,383.23,150,Completed,Dedicated
58773,LOAD00058774,CUST00125,RTE00029,2026-01-27,Dry Van,14505,13,6171.24,891.82,0,Completed,Spot
58774,LOAD00058775,CUST00018,RTE00020,2026-01-27,Refrigerated,15109,21,3999.39,738.48,0,Completed,Contract
58775,LOAD00058776,CUST00158,RTE00014,2026-01-27,Dry Van,34427,7,2812.7,228.76,0,Completed,Dedicated
58776,LOAD00058777,CUST00069,RTE00011,2026-01-27,Refrigerated,29056,26,1045.91,131.28,50,Completed,Dedicated
58777,LOAD00058778,CUST00011,RTE00013,2026-01-27,Dry Van,43284,11,993.81,141.33,200,Completed,Contract
58778,LOAD00058779,CUST00116,RTE00032,2026-01-27,Refrigerated,36440,3,3857.85,451.8,0,Completed,Spot
58779,LOAD00058780,CUST00075,RTE00017,2026-01-27,Dry Van,23949,5,2150.38,384.2,75,Completed,Contract
58780,LOAD00058781,CUST00042,RTE00048,2026-01-27,Refrigerated,16884,4,5769.32,792.88,50,Completed,Spot
58781,LOAD00058782,CUST00081,RTE00026,2026-01-27,Refrigerated,34297,12,3599.32,555.52,50,Completed,Spot
58782,LOAD00058783,CUST00158,RTE00042,2026-01-27,Dry Van,41160,20,5458.16,472.14,75,Completed,Spot
58783,LOAD00058784,CUST00107,RTE00002,2026-01-27,Dry Van,32812,7,1595.69,153.34,0,Completed,Spot
58784,LOAD00058785,CUST00138,RTE00054,2026-01-27,Refrigerated,14466,8,3028.27,295.83,200,Completed,Contract
58785,LOAD00058786,CUST00186,RTE00006,2026-01-27,Refrigerated,43082,22,1445.13,189.0,75,Completed,Dedicated
58786,LOAD00058787,CUST00001,RTE00006,2026-01-27,Dry Van,35519,2,1358.62,189.0,0,Completed,Dedicated
58787,LOAD00058788,CUST00020,RTE00054,2026-01-27,Dry Van,43913,4,2905.84,295.83,100,Completed,Contract
58788,LOAD00058789,CUST00199,RTE00046,2026-01-27,Dry Van,30408,17,6826.21,499.18,150,Completed,Contract
58789,LOAD00058790,CUST00150,RTE00029,2026-01-27,Dry Van,34372,18,5561.44,891.82,150,Completed,Contract
58790,LOAD00058791,CUST00089,RTE00008,2026-01-27,Dry Van,35152,24,2253.59,114.3,50,Completed,Dedicated
58791,LOAD00058792,CUST00068,RTE00007,2026-01-27,Refrigerated,43942,1,4235.41,504.32,200,Completed,Contract
58792,LOAD00058793,CUST00173,RTE00030,2026-01-27,Dry Van,37691,4,5323.26,708.51,100,Completed,Contract
58793,LOAD00058794,CUST00112,RTE00041,2026-01-27,Dry Van,16310,27,3260.87,255.36,0,Completed,Dedicated
58794,LOAD00058795,CUST00124,RTE00051,2026-01-27,Refrigerated,18497,28,3628.2,460.0,200,Completed,Contract
58795,LOAD00058796,CUST00090,RTE00055,2026-01-27,Refrigerated,19233,13,3062.72,357.25,0,Completed,Dedicated
58796,LOAD00058797,CUST00153,RTE00050,2026-01-27,Dry Van,40123,22,1179.69,170.88,0,Completed,Dedicated
58797,LOAD00058798,CUST00034,RTE00022,2026-01-27,Refrigerated,22590,17,1055.39,161.53,150,Completed,Dedicated
58798,LOAD00058799,CUST00127,RTE00020,2026-01-27,Refrigerated,28069,5,3818.96,738.48,75,Completed,Dedicated
58799,LOAD00058800,CUST00072,RTE00011,2026-01-27,Dry Van,40015,28,874.79,131.28,75,Completed,Dedicated
58800,LOAD00058801,CUST00074,RTE00007,2026-01-27,Refrigerated,11434,20,3907.35,504.32,100,Completed,Dedicated
58801,LOAD00058802,CUST00138,RTE00018,2026-01-27,Refrigerated,40471,25,1380.67,187.6,50,Completed,Dedicated
58802,LOAD00058803,CUST00042,RTE00004,2026-01-27,Dry Van,30931,19,3432.12,383.23,100,Completed,Dedicated
58803,LOAD00058804,CUST00054,RTE00047,2026-01-27,Refrigerated,12713,26,1119.15,76.16,0,Completed,Dedicated
58804,LOAD00058805,CUST00034,RTE00002,2026-01-27,Dry Van,16802,26,1403.66,153.34,0,Completed,Dedicated
58805,LOAD00058806,CUST00032,RTE00025,2026-01-27,Refrigerated,40314,5,5001.41,565.38,0,Completed,Contract
58806,LOAD00058807,CUST00008,RTE00026,2026-01-27,Refrigerated,26853,28,3059.15,555.52,100,Completed,Contract
58807,LOAD00058808,CUST00147,RTE00029,2026-01-27,Refrigerated,42652,23,6197.57,891.82,200,Completed,Dedicated
58808,LOAD00058809,CUST00117,RTE00034,2026-01-27,Dry Van,42720,13,4999.39,792.88,0,Completed,Contract
58809,LOAD00058810,CUST00032,RTE00051,2026-01-27,Refrigerated,42826,4,3442.79,460.0,150,Completed,Spot
58810,LOAD00058811,CUST00105,RTE00042,2026-01-27,Dry Van,41841,14,5439.23,472.14,150,Completed,Dedicated
58811,LOAD00058812,CUST00018,RTE00033,2026-01-27,Refrigerated,44997,21,405.36,40.08,0,Completed,Contract
58812,LOAD00058813,CUST00044,RTE00041,2026-01-27,Refrigerated,21384,20,3258.53,255.36,0,Completed,Spot
58813,LOAD00058814,CUST00048,RTE00013,2026-01-27,Refrigerated,14533,7,984.85,141.33,150,Completed,Contract
58814,LOAD00058815,CUST00030,RTE00001,2026-01-27,Refrigerated,23739,13,1129.9,128.63,200,Completed,Dedicated
58815,LOAD00058816,CUST00158,RTE00026,2026-01-27,Refrigerated,19478,17,2979.84,555.52,50,Completed,Spot
58816,LOAD00058817,CUST00011,RTE00006,2026-01-27,Dry Van,22462,20,1293.47,189.0,0,Completed,Dedicated
58817,LOAD00058818,CUST00079,RTE00013,2026-01-27,Refrigerated,35620,12,1028.39,141.33,0,Completed,Dedicated
58818,LOAD00058819,CUST00135,RTE00005,2026-01-27,Dry Van,17796,13,3978.64,454.74,0,Completed,Dedicated
58819,LOAD00058820,CUST00152,RTE00053,2026-01-27,Dry Van,37626,14,1652.61,209.79,200,Completed,Dedicated
58820,LOAD00058821,CUST00176,RTE00027,2026-01-27,Dry Van,35624,25,2222.08,419.43,0,Completed,Dedicated
58821,LOAD00058822,CUST00190,RTE00058,2026-01-27,Dry Van,22244,8,1079.66,98.61,50,Completed,Dedicated
58822,LOAD00058823,CUST00018,RTE00014,2026-01-27,Dry Van,41538,8,2361.97,228.76,50,Completed,Spot
58823,LOAD00058824,CUST00064,RTE00014,2026-01-27,Refrigerated,28349,12,2203.5,228.76,150,Completed,Dedicated
58824,LOAD00058825,CUST00179,RTE00001,2026-01-27,Dry Van,32235,27,1136.4,128.63,200,Completed,Dedicated
58825,LOAD00058826,CUST00076,RTE00041,2026-01-27,Dry Van,29078,21,3501.58,255.36,0,Completed,Dedicated
58826,LOAD00058827,CUST00080,RTE00022,2026-01-27,Dry Van,12477,23,1198.07,161.53,0,Completed,Dedicated
58827,LOAD00058828,CUST00089,RTE00039,2026-01-27,Refrigerated,41335,8,1989.09,344.52,200,Completed,Dedicated
58828,LOAD00058829,CUST00037,RTE00017,2026-01-27,Dry Van,29280,22,2031.82,384.2,0,Completed,Spot
58829,LOAD00058830,CUST00190,RTE00010,2026-01-27,Refrigerated,37098,2,129.28,15.64,50,Completed,Dedicated
58830,LOAD00058831,CUST00108,RTE00031,2026-01-27,Refrigerated,38218,2,1248.5,185.6,50,Completed,Contract
58831,LOAD00058832,CUST00014,RTE00055,2026-01-27,Dry Van,29319,23,4061.12,357.25,50,Completed,Dedicated
58832,LOAD00058833,CUST00012,RTE00037,2026-01-27,Refrigerated,36922,24,3325.96,537.81,50,Completed,Spot
58833,LOAD00058834,CUST00176,RTE00007,2026-01-27,Refrigerated,35094,18,3478.34,504.32,200,Completed,Dedicated
58834,LOAD00058835,CUST00073,RTE00054,2026-01-27,Dry Van,22787,27,3343.32,295.83,0,Completed,Dedicated
58835,LOAD00058836,CUST00161,RTE00047,2026-01-27,Refrigerated,20197,6,1116.72,76.16,200,Completed,Dedicated
58836,LOAD00058837,CUST00039,RTE00006,2026-01-27,Dry Van,38557,14,1279.91,189.0,0,Completed,Dedicated
58837,LOAD00058838,CUST00128,RTE00053,2026-01-27,Refrigerated,10765,3,1973.33,209.79,150,Completed,Spot
58838,LOAD00058839,CUST00177,RTE00043,2026-01-27,Refrigerated,25354,14,2733.14,249.44,150,Completed,Spot
58839,LOAD00058840,CUST00078,RTE00047,2026-01-28,Refrigerated,35945,13,891.32,76.16,0,Completed,Dedicated
58840,LOAD00058841,CUST00143,RTE00016,2026-01-28,Dry Van,30334,5,6014.38,463.93,75,Completed,Contract
58841,LOAD00058842,CUST00198,RTE00033,2026-01-28,Dry Van,40882,13,386.72,40.08,100,Completed,Contract
58842,LOAD00058843,CUST00143,RTE00012,2026-01-28,Dry Van,17704,12,5795.26,453.91,0,Completed,Contract
58843,LOAD00058844,CUST00165,RTE00013,2026-01-28,Refrigerated,34285,13,1200.07,141.33,0,Completed,Spot
58844,LOAD00058845,CUST00052,RTE00002,2026-01-28,Dry Van,15054,13,1264.24,153.34,100,Completed,Dedicated
58845,LOAD00058846,CUST00018,RTE00011,2026-01-28,Dry Van,26298,9,972.65,131.28,150,Completed,Dedicated
58846,LOAD00058847,CUST00125,RTE00039,2026-01-28,Dry Van,33669,11,2489.78,344.52,50,Completed,Dedicated
58847,LOAD00058848,CUST00085,RTE00009,2026-01-28,Refrigerated,26960,15,1682.96,149.26,0,Completed,Dedicated
58848,LOAD00058849,CUST00049,RTE00038,2026-01-28,Dry Van,39085,27,3062.47,314.64,75,Completed,Dedicated
58849,LOAD00058850,CUST00018,RTE00015,2026-01-28,Refrigerated,35135,10,254.7,13.8,0,Completed,Dedicated
58850,LOAD00058851,CUST00120,RTE00058,2026-01-28,Dry Van,35305,15,1254.92,98.61,100,Completed,Dedicated
58851,LOAD00058852,CUST00135,RTE00011,2026-01-28,Dry Van,40651,5,995.75,131.28,200,Completed,Contract
58852,LOAD00058853,CUST00032,RTE00001,2026-01-28,Dry Van,32054,20,1064.19,128.63,100,Completed,Spot
58853,LOAD00058854,CUST00180,RTE00054,2026-01-28,Dry Van,19116,18,2676.18,295.83,150,Completed,Contract
58854,LOAD00058855,CUST00104,RTE00036,2026-01-28,Refrigerated,11483,10,632.22,86.46,100,Completed,Dedicated
58855,LOAD00058856,CUST00183,RTE00026,2026-01-28,Refrigerated,14931,17,3011.7,555.52,200,Completed,Contract
58856,LOAD00058857,CUST00139,RTE00016,2026-01-28,Refrigerated,18407,22,7662.14,463.93,0,Completed,Spot
58857,LOAD00058858,CUST00103,RTE00024,2026-01-28,Dry Van,18670,12,2781.56,376.0,150,Completed,Dedicated
58858,LOAD00058859,CUST00140,RTE00002,2026-01-28,Dry Van,19637,26,1327.94,153.34,0,Completed,Dedicated
58859,LOAD00058860,CUST00121,RTE00031,2026-01-28,Refrigerated,20045,11,1204.71,185.6,0,Completed,Dedicated
58860,LOAD00058861,CUST00055,RTE00001,2026-01-28,Dry Van,10985,13,1101.78,128.63,0,Completed,Dedicated
58861,LOAD00058862,CUST00200,RTE00024,2026-01-28,Refrigerated,29252,22,2757.05,376.0,0,Completed,Dedicated
58862,LOAD00058863,CUST00049,RTE00006,2026-01-28,Refrigerated,43515,14,1447.8,189.0,0,Completed,Dedicated
58863,LOAD00058864,CUST00090,RTE00024,2026-01-28,Dry Van,18001,25,3200.68,376.0,50,Completed,Dedicated
58864,LOAD00058865,CUST00150,RTE00013,2026-01-28,Refrigerated,40043,13,980.81,141.33,0,Completed,Dedicated
58865,LOAD00058866,CUST00004,RTE00045,2026-01-28,Refrigerated,11216,20,1586.28,137.31,0,Completed,Contract
58866,LOAD00058867,CUST00060,RTE00031,2026-01-28,Dry Van,36764,5,1439.79,185.6,150,Completed,Dedicated
58867,LOAD00058868,CUST00187,RTE00015,2026-01-28,Refrigerated,35704,6,293.04,13.8,200,Completed,Dedicated
58868,LOAD00058869,CUST00013,RTE00017,2026-01-28,Dry Van,35116,21,1986.2,384.2,50,Completed,Contract
58869,LOAD00058870,CUST00015,RTE00003,2026-01-28,Refrigerated,38384,27,5116.02,580.87,50,Completed,Dedicated
58870,LOAD00058871,CUST00138,RTE00018,2026-01-28,Refrigerated,22062,27,1304.08,187.6,0,Completed,Contract
